10	1.7.1	.*Macintosh.*10.6.*	http://mercurial.berkwood.com/binaries/Mercurial-1.7.1-py2.6-macosx10.6.zip	Mercurial 1.7.1 for MacOS X 10.6
10	1.7.1	.*Macintosh.*10.5.*	http://mercurial.berkwood.com/binaries/Mercurial-1.7.1-py2.5-macosx10.5.zip	Mercurial 1.7.1 for MacOS X 10.5
